filename,document_type,writing_type
PT-TT-SNI-DGE-3-3_m0011.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0012.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0013.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0014.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0015.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0016.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0017.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0018.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0019.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0020.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0021.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0022.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0023.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0024.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0025.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0026.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0027.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0028.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0029.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0030.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0031.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0032.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0033.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0034.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0035.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0036.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0037.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0038.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0039.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0040.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0041.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0042.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0043.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0044.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0045.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0046.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0047.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0048.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0049.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0050.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0051.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0052.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0053.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0054.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0055.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0056.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0057.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0058.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0059.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0060.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0061.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0062.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0063.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0064.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0065.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0066.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0067.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0068.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0069.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0070.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0071.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0072.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0073.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0074.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0075.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0076.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0077.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0078.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0079.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0080.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0081.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0082.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0083.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0084.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0085.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0086.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0087.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0088.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0089.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0090.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0091.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0092.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0093.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0094.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0095.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0096.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0097.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0098.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0099.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0100.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0101.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0102.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0103.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0104.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0105.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0106.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0107.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0108.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0109.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0110.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0111.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0112.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0113.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0114.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0115.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0116.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0117.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0118.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0119.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0120.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0121.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0122.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0123.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0124.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0125.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0126.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0127.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0128.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0129.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0130.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0131.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0132.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0133.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0134.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0135.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0136.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0137.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0138.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0139.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0140.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0141.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0142.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0143.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0144.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0145.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0146.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0147.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0148.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0149.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0150.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0151.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0152.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0153.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0154.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0155.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0156.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0157.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0158.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0159.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0160.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0161.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0162.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0163.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0164.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0165.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0166.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0167.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0168.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0169.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0170.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0171.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0172.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0173.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0174.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0175.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0176.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0177.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0178.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0179.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0180.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0181.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0182.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0183.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0184.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-3_m0185.TIF,minute_content,blank
PT-TT-SNI-DGE-3-3_m0186.TIF,minute_content,blank
PT-TT-SNI-DGE-3-3_m0187.TIF,minute_content,blank
PT-TT-SNI-DGE-3-4_m0001.TIF,minute_cover,typewritten
PT-TT-SNI-DGE-3-4_m0002.TIF,minute_cover,handwritten
PT-TT-SNI-DGE-3-4_m0003.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0004.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0005.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0006.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0007.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0008.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0009.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0010.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0011.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0012.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0013.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0014.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0015.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0016.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0017.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0018.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0019.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0020.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0021.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0022.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0023.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0024.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0025.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0026.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0027.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0028.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0029.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0030.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0031.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0032.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0033.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0034.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0035.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0036.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0037.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0038.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0039.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0040.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0041.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0042.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0043.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0044.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0045.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0046.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0047.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0048.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0049.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0050.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0051.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0052.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0053.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0054.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0055.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0056.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0057.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0058.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0059.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0060.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0061.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0062.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0063.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0064.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0065.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0066.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0067.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0068.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0069.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0070.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0071.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0072.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0073.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0074.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0075.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0076.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0077.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0078.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0079.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0080.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0081.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0082.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0083.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0084.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0085.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0086.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0087.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0088.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0089.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0090.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0091.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0092.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0093.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0094.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0095.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0096.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0097.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0098.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0099.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0100.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0101.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0102.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0103.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0104.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0105.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0106.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0107.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0108.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0109.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0110.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0111.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0112.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0113.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0114.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0115.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0116.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0117.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0118.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0119.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0120.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0121.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0122.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0123.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0124.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0125.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0126.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0127.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0128.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0129.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0130.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0131.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0132.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0133.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0134.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0135.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0136.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0137.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0138.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0139.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0140.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0141.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0142.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0143.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0144.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0145.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0146.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0147.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0148.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0149.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0150.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0151.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0152.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0153.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0154.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0155.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0156.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0157.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0158.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0159.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0160.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0161.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0162.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0163.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0164.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0165.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0166.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0167.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0168.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0169.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0170.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0171.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0172.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0173.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0174.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0175.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0176.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0177.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0178.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0179.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0180.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0181.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0182.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0183.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0184.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0185.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0186.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0187.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0188.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0189.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0190.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0191.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0192.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0193.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0194.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0195.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0196.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0197.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0198.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0199.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0200.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0201.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0202.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0203.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0204.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0205.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0206.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0207.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0208.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0209.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0210.TIF,minute_content,typewritten
PT-TT-SNI-DGE-3-4_m0211.TIF,minute_content,typewritten
