file,baseline,homogeneous_blur,gaussian_blur,median_blur,bilateral_filtering,adaptive_threshold,simple_threshold,otsu_threshold,triangle_threshold,erosion,opening,closing,morphological_gradient,top_hat,black_hat
PT-TT-SNI-DSC-35-3-1387_m1121,41.98,0.0,14.81,14.04,40.45,54.55,40.51,21.95,46.15,54.55,52.08,41.98,22.22,58.23,57.14
PT-TT-SNI-DSC-35-3-1412_m1144,38.53,9.68,23.66,5.19,42.31,46.67,38.53,19.64,44.07,47.54,48.6,38.53,23.01,39.67,40.62
PT-TT-SNI-DSC-35-3-1412_m1145,68.09,65.06,67.47,64.37,65.93,52.75,68.09,59.57,44.94,75.86,71.43,68.09,35.0,74.16,69.66
PT-TT-SNI-DSC-35-3-1432_m1163,22.22,0.0,0.0,0.0,31.58,59.26,22.22,11.11,41.38,36.36,58.06,22.22,9.09,45.45,48.28
PT-TT-SNI-DSC-35-3-166_m0087,82.22,72.73,80.46,70.21,80.0,64.44,82.22,68.89,55.81,71.58,73.33,82.22,16.47,83.15,77.78
PT-TT-SNI-DSC-35-3-399_m0168,69.92,68.85,70.31,67.2,68.8,61.9,69.92,59.2,57.6,69.84,68.75,69.92,46.43,71.54,64.0
PT-TT-SNI-DSC-35-3-463_m0231,58.54,51.16,61.9,60.47,58.54,46.15,58.54,60.0,51.28,53.66,60.47,58.54,9.09,66.67,63.64
PT-TT-SNI-DSC-35-3-572_m0329,72.0,43.48,66.67,43.48,72.0,72.0,72.0,53.85,50.0,64.0,64.0,72.0,56.0,52.17,64.0
PT-TT-SNI-DSC-35-3-578_m0335,59.06,60.63,61.49,54.36,63.19,55.7,58.39,56.76,41.97,59.53,60.07,59.06,29.94,60.4,62.59
PT-TT-SNI-DSC-35-3-590_m0346,57.14,46.15,40.0,31.58,55.17,40.0,57.14,55.17,41.67,41.38,59.26,57.14,36.36,53.85,51.85
PT-TT-SNI-DSC-35-3-591_m0347,68.89,69.01,67.03,72.51,69.46,61.99,66.67,64.09,46.33,71.01,70.59,68.89,23.6,68.89,68.18
PT-TT-SNI-DSC-35-3-591_m0348,60.0,72.73,66.67,57.14,57.14,42.86,60.0,60.0,36.36,57.14,66.67,60.0,8.7,52.63,54.55
PT-TT-SNI-DSC-35-3-605_m0362,58.33,47.62,46.15,60.87,58.33,50.0,58.33,50.0,50.0,56.0,51.85,58.33,10.53,54.55,57.14
PT-TT-SNI-DSC-35-3-607_m0364,57.14,36.36,28.57,52.63,44.44,53.33,57.14,57.14,58.82,42.86,66.67,57.14,16.67,0.0,53.33
PT-TT-SNI-DSC-35-3-616_m0373,60.0,63.45,65.73,63.83,65.28,63.45,60.0,57.75,46.15,52.94,64.79,60.0,2.78,61.31,60.14
PT-TT-SNI-DSC-35-3-667_m0421,71.83,68.49,73.38,68.46,73.1,59.42,72.22,56.55,35.77,73.53,76.92,71.83,34.59,71.83,73.24
PT-TT-SNI-DSC-35-3-731_m0485,30.77,0.0,6.78,13.33,39.53,30.95,30.77,25.0,31.71,40.45,45.98,30.77,9.38,38.55,47.92
PT-TT-SNI-DSC-35-3-80_m0011,8.0,7.09,6.8,6.99,8.05,6.49,8.0,7.95,6.62,6.62,8.05,8.0,7.74,6.67,6.71
PT-TT-SNI-DSC-35-3-869_m0625,28.57,0.0,0.0,0.0,31.58,60.87,0.0,6.9,50.0,33.33,46.15,28.57,16.33,44.9,48.0
PT-TT-SNI-DSC-35-3-882_m0636,52.17,13.33,12.5,9.09,33.33,43.48,50.0,41.67,45.45,45.45,45.45,52.17,16.0,24.0,46.15
PT-TT-SNI-DSC-35-3-920_m0668,64.29,0.0,21.05,44.44,60.87,56.0,64.29,48.28,40.0,50.0,59.26,64.29,21.05,50.0,61.54
PT-TT-SNI-DSC-35-3-969_m0715,75.0,40.0,40.0,41.67,72.73,70.97,75.0,64.52,73.33,78.79,66.67,75.0,38.89,77.78,70.27
PT-TT-SNI-DSC-35-3-988_m0733,0.0,0.0,0.0,0.0,0.0,47.5,0.0,0.0,45.24,36.67,0.0,0.0,24.69,36.92,48.19
PT-TT-SNI-DSC-35-8-273_m0115,84.44,90.48,92.68,78.05,90.48,62.22,84.44,71.11,60.0,79.07,89.47,84.44,33.33,82.61,85.71
PT-TT-SNI-DSC-35-8-278_m0120,64.29,66.67,66.67,63.41,66.67,61.54,64.29,61.18,55.67,66.67,71.74,64.29,37.21,64.29,68.04
